cell_id,group
lmgfkddk-1,nmSchwann
lmgkkobb-1,F5: RAMP1+
lmgmhkhg-1,Pericyte1
lmgopmec-1,Sweat gland
lmhbgmbo-1,Sweat gland Myoepithelial
lmhbihpp-1,Sweat gland
lmhhagge-1,VE1_Art
lmidjogf-1,Pericyte1
lmieblog-1,VE3_Ven
lmiehhpk-1,VE3_Ven
lmijnlgm-1,VE3_Ven
lmipnbcp-1,Pericyte1
lmjehdii-1,VE3_Ven
lmjknppk-1,Pericyte1
lmjkocbm-1,Pericyte1
lmjlplgp-1,Pericyte1
lmknjeol-1,Pericyte1
lmkpdpgo-1,Pericyte1
lmlcnckf-1,VE3_Ven
lmlefhej-1,Pericyte1
lmlnbbag-1,Pericyte1
lmmjgoja-1,Mast cell
lmmogoen-1,Pericyte1
lmmphddn-1,VE3_Ven
lmnaohln-1,Sweat gland
lmnegaak-1,Sweat gland
lmngejph-1,Sweat gland
lmnjppnb-1,Sweat gland
lmnmplko-1,Sweat gland
lmoghbjp-1,Sweat gland
lmpendbn-1,Sweat gland
lmpeohej-1,F5: RAMP1+
lmpgjgjb-1,Sweat gland
lmpgpokl-1,Sweat gland
lmpingki-1,Sweat gland Myoepithelial
lmpkjegp-1,Sweat gland
lmpnkgmn-1,Sweat gland Myoepithelial
lnaaicji-1,Sweat gland
lnacbfhg-1,F5: RAMP1+
lnagnnmc-1,Sweat gland
lnakhikh-1,F5: RAMP1+
lnakohgj-1,F5: RAMP1+
lnankdlg-1,Sweat gland
lnaocfca-1,Sweat gland
lnbadfck-1,Sweat gland
lnbhbldm-1,Sweat gland
lnbifjoe-1,Sweat gland
lnblljjf-1,Sweat gland
lnbmkepi-1,nmSchwann
lncddgbl-1,VE4_Cap
lncilbap-1,F2/3: Perivascular
lncnepgd-1,Pericyte1
lnddpdgo-1,Sweat gland
lndgglfl-1,Sweat gland
lnedfdjd-1,Sweat gland
lneekkem-1,Sweat gland
lnegpmlc-1,Sweat gland Myoepithelial
lneoonop-1,Sweat gland
lnepcjif-1,Sweat gland
lnfbakll-1,F2: Universal
lnfhpinm-1,Sweat gland
lnfpapmf-1,Sweat gland Myoepithelial
lngceagl-1,Sweat gland
lngilipd-1,Sweat gland
lngncgic-1,Sweat gland
lnhddfgm-1,Sweat gland
lnhimjao-1,Sweat gland
lnhimlmk-1,Sweat gland
lnhiocni-1,Sweat gland
lnhjifgk-1,Sweat gland Myoepithelial
lnhkbhio-1,Sweat gland
lnhnmpde-1,Sweat gland
lnigango-1,Sweat gland
lnihbego-1,Sweat gland
lnihnchg-1,Sweat gland
lninkelb-1,Sweat gland
lnipbgce-1,Sweat gland
lnjpdhda-1,VE4_Cap
lnkbckdp-1,Pericyte1
lnkdnnnf-1,Pericyte1
lnkejcae-1,VE1_Art
lnkmedlh-1,VE4_Cap
lnmbonah-1,VE4_Cap
lnnajghc-1,F2/3: Perivascular
lnngcjpd-1,VE3_Ven
lnnggldi-1,T
lnpbkpme-1,Adipocyte
lnpifgfb-1,F2: Universal
lnplhgej-1,F2/3: Perivascular
loacbjkl-1,F2/3: Perivascular
loahdbgk-1,Pericyte1
loajaehb-1,Pericyte1
loajhmca-1,VE4_Cap
loapdgfh-1,Pericyte1
lobchoho-1,VE3_Ven
lobfibkn-1,Mast cell
locagfkg-1,F2/3: Perivascular
lodinchk-1,Mac2
lodpgdjp-1,Adipocyte
loeibaaj-1,Sweat gland channel outer
lofnicji-1,F2: Universal
logjlnhb-1,Sweat gland channel outer
logmdmap-1,Sweat gland channel outer
lohdfnfb-1,Sweat gland channel inner
lohfchci-1,Sweat gland channel outer
lohgeogb-1,Sweat gland channel inner
lohkmnnd-1,Sweat gland channel outer
loiaiaga-1,Pericyte2_VSMC
loidblcc-1,F2/3: Perivascular
loiefehc-1,VE1_Art
loifhobc-1,Adipocyte
loiglben-1,F2: Universal
loiielga-1,Pericyte2_VSMC
loilpggg-1,VE3_Ven
lojbihln-1,KC
lojcgdgh-1,Pericyte1
lojedohg-1,VE4_Cap
lojlccbd-1,Pericyte1
lojmfoao-1,VE4_Cap
lojneefa-1,Adipocyte
lojpcklj-1,VE4_Cap
lokcgohc-1,VE4_Cap
lokjfffh-1,VE4_Cap
lokogadp-1,F5: RAMP1+
lolcdmim-1,Pericyte1
lolcojac-1,VE3_Ven
loloelhh-1,Pericyte1
lomfjdhe-1,VE4_Cap
lomghkbl-1,VE3_Ven
lomkihhk-1,F2/3: Perivascular
lomkimkm-1,Pericyte2_VSMC
lomkooll-1,Pericyte2_VSMC
lomlbnag-1,Adipocyte
lonhljop-1,VE4_Cap
loniodjl-1,VE4_Cap
lonipapl-1,Pericyte1
lonjljid-1,F2/3: Perivascular
lonkbllm-1,VE3_Ven
lonmjhhp-1,Pericyte2_VSMC
lonmoeon-1,F5: RAMP1+
loobmmjm-1,F2/3: Perivascular
loopalbm-1,T
lopjgpnf-1,Pericyte2_VSMC
loppalga-1,Pericyte2_VSMC
lpafoplg-1,VE1_Art
lpakkfjm-1,F2/3: Perivascular
lpanmmlc-1,VE1_Art
lpaojdcn-1,Pericyte2_VSMC
lpaolipc-1,Pericyte2_VSMC
lpbdombd-1,VE1_Art
lpeeljgc-1,Sweat gland
lpegmdpl-1,nmSchwann
lpehaadp-1,Pericyte2_VSMC
lpehbkoi-1,Smooth muscle
lpffiifc-1,Pericyte2_VSMC
lpfgokgd-1,Pericyte2_VSMC
lpfhealm-1,F2/3: Perivascular
lpfjkmgf-1,Pericyte2_VSMC
lpgcfjma-1,Sweat gland channel outer
lpggcmpa-1,Sweat gland channel outer
lpghloci-1,Pericyte1
lpgjmgmm-1,Sweat gland channel outer
lphbbndj-1,Sweat gland channel outer
lphcdlle-1,Sweat gland channel outer
lphgdgkl-1,Sweat gland channel outer
lphliamg-1,Sweat gland channel outer
lphnbcbd-1,Sweat gland channel inner
lpibimcj-1,Sweat gland channel inner
lpidband-1,Sweat gland channel inner
lpihnlhg-1,Sweat gland channel outer
lpioeehi-1,Sweat gland channel outer
lpjbnimf-1,Sweat gland channel outer
lpjghggp-1,Sweat gland channel outer
lpjgndal-1,Sweat gland channel inner
lpjkpnma-1,Sweat gland channel outer
lpjlobjf-1,VE1_Art
lpkaeina-1,Pericyte1
lpkbkpcm-1,Pericyte1
lpkdpdlb-1,Sweat gland channel outer
lpkeiokf-1,Sweat gland channel outer
lpkfnpdc-1,Sweat gland
lpkibioc-1,Sweat gland
lpkledoa-1,Sweat gland
lpknimdn-1,Sweat gland
lpkojnek-1,F5: RAMP1+
lplimonk-1,Pericyte1
lplkamde-1,Pericyte1
lplmjakc-1,VE1_Art
lplnekfc-1,F5: RAMP1+
lpmgjlac-1,Sweat gland
lpmidlke-1,Sweat gland
lpmikedo-1,Sweat gland
lpmipkmj-1,F5: RAMP1+
lpmomfok-1,F5: RAMP1+
lpnddjbb-1,F5: RAMP1+
lpnkdgcm-1,VE4_Cap
lpnkghdj-1,Pericyte1
lpnphadn-1,VE3_Ven
lppaplbg-1,F5: RAMP1+
lppbkijo-1,Pericyte1
lppjpohj-1,VE3_Ven
lppkakgi-1,VE4_Cap
lppkcpjh-1,Sweat gland
lpplbhij-1,Sweat gland
lpplghpi-1,Sweat gland
lppnibmi-1,Sweat gland
maafiega-1,Sweat gland
maainkpc-1,Sweat gland
maamfned-1,Sweat gland Myoepithelial
maanpjbm-1,Sweat gland
mabbehaj-1,F5: RAMP1+
mabjlllc-1,F2/3: Perivascular
maboojgi-1,nmSchwann
mabpdcgj-1,Adipocyte
macgcgej-1,Pericyte2_VSMC
macogjhl-1,Pericyte2_VSMC
madcpmal-1,nmSchwann
madpgage-1,Pericyte2_VSMC
maeedihn-1,Pericyte2_VSMC
maeiiplp-1,Adipocyte
maeoalnj-1,VE4_Cap
maeokjle-1,VE4_Cap
mafdbolb-1,T
mafiklel-1,Pericyte1
mafjggki-1,Sweat gland
magahgfn-1,nmSchwann
maggclje-1,Adipocyte
magggdbj-1,Sweat gland
magiagbh-1,Sweat gland
magkefnh-1,Sweat gland
magmmiom-1,Pericyte2_VSMC
magofgei-1,Pericyte2_VSMC
mahbjphk-1,VE1_Art
mahdbofe-1,Pericyte2_VSMC
mahhfcco-1,Pericyte2_VSMC
mahjkpab-1,Adipocyte
maigldeo-1,Adipocyte
majdhfgf-1,Pericyte2_VSMC
majfbobo-1,F2/3: Perivascular
majgnbpo-1,Pericyte2_VSMC
majibbjm-1,Adipocyte
makeeaif-1,Pericyte2_VSMC
makgmpie-1,Pericyte2_VSMC
makkhcmb-1,Pericyte2_VSMC
makmhomg-1,VE1_Art
malblmmc-1,Pericyte2_VSMC
malfeeco-1,Pericyte2_VSMC
malnffpm-1,Pericyte2_VSMC
mambbdah-1,Pericyte2_VSMC
mameghpe-1,VE1_Art
mamhhaoj-1,Adipocyte
mamogiog-1,Adipocyte
mampknij-1,Adipocyte
manhidkm-1,Pericyte1
manhinnc-1,Adipocyte
manihgch-1,Adipocyte
manmaefj-1,Pericyte1
manmhjac-1,VE4_Cap
mannacpb-1,VE4_Cap
manoakhe-1,Pericyte1
manomckm-1,VE3_Ven
manpdcbj-1,VE3_Ven
maoiglek-1,VE3_Ven
maoiicdh-1,Adipocyte
maojdceb-1,VE1_Art
maoojgel-1,VE3_Ven
mapbkego-1,Adipocyte
mapemlle-1,Pericyte1
mapfnjbl-1,VE4_Cap
mapijcgg-1,F2/3: Perivascular
mapolelk-1,Adipocyte
mbaekbmp-1,Adipocyte
mbafaall-1,Pericyte1
mbammdie-1,Adipocyte
mbbbikcj-1,VE4_Cap
mbbeddhj-1,F2/3: Perivascular
mbbehipo-1,Adipocyte
mbbhejop-1,VE4_Cap
mbbjacjd-1,Mast cell
mbchjcng-1,Pericyte1
mbcjlbhk-1,Adipocyte
mbdbkpmn-1,VE3_Ven
mbdnkiko-1,VE3_Ven
mbeanajj-1,Adipocyte
mbeheoeb-1,Pericyte1
mbepifeg-1,F2/3: Perivascular
mbffjfao-1,Pericyte2_VSMC
mbfhpoaf-1,Pericyte2_VSMC
mbfklhge-1,Pericyte2_VSMC
mbfmnaid-1,Pericyte2_VSMC
mbfnaeea-1,Adipocyte
mbfplopi-1,Adipocyte
mbgbapae-1,F2/3: Perivascular
mbggmaaf-1,Pericyte2_VSMC
mbghgkao-1,Pericyte2_VSMC
mbgjbihp-1,Pericyte2_VSMC
mbgjfhpj-1,Adipocyte
mbhbgnlf-1,F2/3: Perivascular
mbhhipai-1,Adipocyte
mbhidhkn-1,Adipocyte
mbhjnljm-1,Pericyte2_VSMC
mbhnndeh-1,Pericyte2_VSMC
mbhpclgb-1,Pericyte2_VSMC
mbiapmkc-1,Mast cell
mbiblfgo-1,VE4_Cap
mbieaaie-1,Pericyte1
mbiejjfa-1,F2/3: Perivascular
mbiffmjm-1,Mac2
mbijnplp-1,Mac2
mbjcncen-1,F5: RAMP1+
mbjdenbm-1,Mac2
mbjgdoda-1,nmSchwann
mbjhelib-1,Mac2
mbjolplh-1,T
mbkakeag-1,Pericyte2_VSMC
mbkhcbek-1,Pericyte2_VSMC
mbkjpdho-1,Pericyte2_VSMC
mbkpejbj-1,Sweat gland
mblbeeje-1,Sweat gland
mbleajob-1,Sweat gland
mblgmgmo-1,Sweat gland
mbmcdhof-1,Sweat gland
mbmfmbcc-1,Sweat gland
mbmgjnba-1,Sweat gland Myoepithelial
mbmkihlc-1,Sweat gland Myoepithelial
mbncocfb-1,Sweat gland
mbnfihpf-1,Sweat gland
mbngbpfe-1,VE4_Cap
mbnhabhl-1,VE3_Ven
mbnhjdfc-1,VE4_Cap
mboapnhi-1,Adipocyte
mbokkdeh-1,Adipocyte
mbomampb-1,Adipocyte
mbopmjif-1,Adipocyte
mcaipcdp-1,Adipocyte
mcanlimj-1,Adipocyte
mcaombej-1,Adipocyte
mcbbbdkd-1,Adipocyte
mcbnmjgp-1,Adipocyte
mcbojpkc-1,Pericyte1
mcbpbafm-1,Adipocyte
mccfiape-1,Adipocyte
mccjpmnj-1,Adipocyte
mccnpjhc-1,Adipocyte
mcdafnne-1,Adipocyte
mcdfpgmi-1,Adipocyte
mcdhefmo-1,VE4_Cap
mcecbhae-1,VE4_Cap
mcegjgna-1,Adipocyte
mcemchan-1,VE4_Cap
mcfdfnma-1,VE4_Cap
mcfgcgbh-1,VE4_Cap
mcfkgajd-1,Pericyte1
mcfplpjp-1,Adipocyte
mcgaimpb-1,F2/3: Perivascular
mcgejfno-1,Adipocyte
mcgfoloc-1,Adipocyte
mcghhhcc-1,Adipocyte
mcglcflc-1,Adipocyte
mchbadia-1,Adipocyte
mchddjnh-1,Mac2
mchigmfo-1,Adipocyte
mchjlokk-1,Adipocyte
mchoeibf-1,Adipocyte
mcielbgo-1,Pericyte1
mcikekmh-1,Adipocyte
mcilcjbo-1,Adipocyte
mcimdoom-1,Adipocyte
mciodfki-1,Adipocyte
mcipodbe-1,Pericyte1
mcjdkcfl-1,Adipocyte
mcjhhmfp-1,VE4_Cap
mcjhpeeh-1,Sweat gland
mcjkofel-1,Sweat gland
mcjolmib-1,Sweat gland
mckannpc-1,nmSchwann
mckbifpa-1,F2/3: Perivascular
mckcelin-1,F5: RAMP1+
mckemoge-1,Pericyte2_VSMC
mcklppkn-1,Sweat gland
mckockhh-1,F2/3: Perivascular
mcligpbi-1,nmSchwann
mcljijjj-1,Sweat gland Myoepithelial
mcllkaal-1,Sweat gland Myoepithelial
mclmglfi-1,VE4_Cap
mclopnii-1,Sweat gland
mcmafmga-1,Sweat gland
mcmbmcjk-1,Sweat gland
mcmdjodd-1,Sweat gland
mcmjamch-1,F5: RAMP1+
mcmlimjp-1,VE1_Art
mcnbojdl-1,Adipocyte
mcnjppbj-1,VE4_Cap
mcobifai-1,VE4_Cap
mcobopjn-1,VE4_Cap
mcokdmae-1,F2/3: Perivascular
mcolfgbj-1,Pericyte1
mcpfaknl-1,VE4_Cap
mcpidpdh-1,VE4_Cap
mcpkcenc-1,Adipocyte
mcplakei-1,Mac2
mcploeap-1,VE4_Cap
mdaaonbf-1,Pericyte1
mdaiblgl-1,Adipocyte
mdbjghjd-1,Adipocyte
mdbjnjpo-1,F2/3: Perivascular
mdbkjhal-1,Adipocyte
mdbkkmbf-1,VE1_Art
mdblnbjh-1,Pericyte2_VSMC
mdbpohmb-1,VE1_Art
mdcgegda-1,Pericyte1
mdcnopkg-1,VE1_Art
mdcodbei-1,Pericyte2_VSMC
mdddgffa-1,Pericyte2_VSMC
mdefpbaj-1,Pericyte2_VSMC
mdehnbif-1,Pericyte2_VSMC
mdemaial-1,Pericyte2_VSMC
mdeoelcn-1,VE1_Art
mdepiiha-1,VE1_Art
mdepmcni-1,LE
mdfcmfnd-1,VE1_Art
mdfdhlpe-1,VE3_Ven
mdffhhod-1,VE1_Art
mdfjfjni-1,VE1_Art
mdflonfl-1,Adipocyte
mdfmldaj-1,F3: FRC-like
mdgakaei-1,F2/3: Perivascular
mdgkkdjd-1,Pericyte1
mdgnciao-1,Adipocyte
mdgpcgbj-1,F2/3: Perivascular
mdgpchka-1,Adipocyte
mdhafpdb-1,VE4_Cap
mdhgihaj-1,Adipocyte
mdhhmggd-1,VE4_Cap
mdhnelki-1,F3: FRC-like
mdhngjep-1,Pericyte1
mdhofnfo-1,F2/3: Perivascular
mdijmhge-1,F2: Universal
mdjidaoh-1,F2: Universal
mdjlgedc-1,F2/3: Perivascular
mdjnnjdi-1,nmSchwann
mdkfbapg-1,Pericyte2_VSMC
mdkhhfom-1,Smooth muscle
mdldoind-1,Pericyte1
mdljhjmf-1,Smooth muscle
mdlkdkda-1,Pericyte2_VSMC
mdmdfccb-1,Pericyte2_VSMC
mdmkbggj-1,Smooth muscle
mdnahepg-1,Smooth muscle
mdnbdlde-1,F2: Universal
mdnclehb-1,F2/3: Perivascular
mdnepigi-1,Smooth muscle
mdnkamli-1,Smooth muscle
mdobdbje-1,F1: Superficial
mdokfeka-1,Smooth muscle
mdomocjm-1,Smooth muscle
mdopanon-1,Pericyte2_VSMC
mdopcnki-1,Pericyte1
mdpnijik-1,VE3_Ven
meaabbhd-1,VE3_Ven
meacbgma-1,Smooth muscle
meadmfmj-1,Smooth muscle
meahdneh-1,VE3_Ven
mebdmbnn-1,VE3_Ven
mebhjcdi-1,Pericyte1
mebklklp-1,Smooth muscle
mecnbmmj-1,Smooth muscle
mecoaapd-1,Smooth muscle
meddnpco-1,Pericyte1
medofabi-1,F2: Universal
meebkbdb-1,VE3_Ven
meebmfeh-1,Mac2
meenikoh-1,VE3_Ven
meeonecp-1,Pericyte1
megfkadl-1,Pericyte1
meggiiga-1,F2/3: Perivascular
megikdlo-1,VE3_Ven
megmphlk-1,Pericyte1
mehghdhp-1,Pericyte1
mehhemhb-1,VE3_Ven
mehinkhl-1,Pericyte1
meiaooge-1,F2/3: Perivascular
meieieck-1,Pericyte1
meihbhkj-1,VE4_Cap
meijcmla-1,Pericyte2_VSMC
meikoino-1,Pericyte2_VSMC
meioegin-1,VE4_Cap
meiofpad-1,F2/3: Perivascular
mejdcmdo-1,Pericyte1
mejelfmn-1,VE4_Cap
mekihkhh-1,VE4_Cap
meklfekh-1,F2/3: Perivascular
mekmbdbk-1,Pericyte1
meknepjf-1,Adipocyte
melajbdb-1,F2: Universal
melghhcm-1,Pericyte1
melpipdn-1,F2/3: Perivascular
memefhjl-1,Pericyte1
memfdncl-1,Pericyte1
memhldlp-1,Pericyte1
memnfffh-1,Pericyte1
memollpb-1,VE3_Ven
mengacpb-1,Pericyte1
menkeoki-1,VE3_Ven
mennogha-1,VE3_Ven
meobldgd-1,VE3_Ven
meocpjjf-1,Pericyte1
meoebbeb-1,T
meogmjol-1,Pericyte1
meohjhjl-1,F2/3: Perivascular
meojpdlj-1,Smooth muscle
meoljlnf-1,Smooth muscle
meomhmic-1,Smooth muscle
meoomide-1,Smooth muscle
meoplmaa-1,VE3_Ven
mepbgihn-1,Smooth muscle
mepdfldg-1,VE3_Ven
mfakeaem-1,VE3_Ven
mfcccoob-1,VE3_Ven
mfckdkil-1,VE3_Ven
mfckfgfi-1,Smooth muscle
mfcplpgd-1,VE3_Ven
mfddgjgo-1,VE3_Ven
mfddnnme-1,VE3_Ven
mfdgidod-1,Smooth muscle
mfdimegc-1,Smooth muscle
mfdjnegi-1,Smooth muscle
mfdoadjm-1,Smooth muscle
mfefebhn-1,Smooth muscle
mfejhekm-1,Smooth muscle
mfepcdib-1,VE3_Ven
mffaehcg-1,Smooth muscle
mffeaaoo-1,Smooth muscle
mffhnnpp-1,Smooth muscle
mffihmoc-1,Pericyte2_VSMC
mffjmgnh-1,Smooth muscle
mfgceagf-1,VE3_Ven
mfghgomg-1,Smooth muscle
mfhfmamb-1,Smooth muscle
mfhfpnfa-1,VE3_Ven
mfhmmpma-1,Smooth muscle
mfichmjg-1,Smooth muscle
mfiedcge-1,VE4_Cap
mfigagme-1,Pericyte1
mfimipca-1,Smooth muscle
mfjcmnfj-1,Smooth muscle
mfjdnljc-1,Smooth muscle
mfjmjogi-1,Pericyte1
mfjoeooi-1,VE3_Ven
mfjoncpg-1,VE3_Ven
mfkafhkg-1,NK
mfkgeecn-1,Pericyte1
mfkmhjfp-1,nmSchwann
mfknfdfe-1,Adipocyte
mflaeffc-1,Smooth muscle
mflidhga-1,Smooth muscle
mfmcfmgg-1,Smooth muscle
mfmcikoa-1,Smooth muscle
mfmdjcja-1,Smooth muscle
mfmnpfef-1,Smooth muscle
mfmpkpdf-1,Smooth muscle
mfndcahh-1,Smooth muscle
mfndldah-1,Smooth muscle
mfnojjog-1,Smooth muscle
mfokhdki-1,VE3_Ven
mfoppmhm-1,VE3_Ven
mfpfajhm-1,VE3_Ven
mfpgidka-1,Smooth muscle
mfpgmnao-1,T
mfphgfpp-1,Smooth muscle
mfpjakfb-1,Smooth muscle
mfpkddgb-1,F2/3: Perivascular
mfpmaapk-1,F2: Universal
mgafhgac-1,Smooth muscle
mgbbplef-1,VE3_Ven
mgbophpk-1,VE3_Ven
mgceamkp-1,Pericyte1
mgchlhog-1,Smooth muscle
mgcihckn-1,Smooth muscle
mgcnfocp-1,Pericyte1
mgcoikfk-1,Pericyte1
mgcpegll-1,Smooth muscle
mgdciccn-1,Pericyte1
mgdondok-1,nmSchwann
mgfhbhjc-1,nmSchwann
mggeengc-1,Mac2
mggjekhc-1,Pericyte1
mgglbjga-1,Adipocyte
mggpokce-1,F2/3: Perivascular
mghbhklm-1,Adipocyte
mghcghne-1,Smooth muscle
mgiclnpg-1,T
mgigadom-1,Adipocyte
mgigehha-1,VE4_Cap
mgihebjd-1,F2/3: Perivascular
mgikedda-1,F5: RAMP1+
mgiknhkj-1,F2/3: Perivascular
mgipeodd-1,Smooth muscle
mgjiognh-1,Smooth muscle
mgjlbeee-1,F2: Universal
mgkgapah-1,Smooth muscle
mgkkjkcc-1,Pericyte1
mglbejan-1,F2: Universal
mgldeoip-1,Pericyte2_VSMC
mglicobp-1,Smooth muscle
mgmbfnhj-1,F3: FRC-like
mgmbgidi-1,Smooth muscle
mgmdhoda-1,Pericyte2_VSMC
mgmmmdhm-1,Smooth muscle
mgmogcnb-1,F2/3: Perivascular
mgnlkllf-1,Sweat gland channel outer
mgoclbmf-1,F2: Universal
mgogcjdf-1,F2: Universal
mgojdbkm-1,F2: Universal
mhabiflb-1,F2: Universal
mhabohbp-1,F2: Universal
mhaigacb-1,Sweat gland channel outer
mhalgjig-1,Sweat gland channel outer
mhbdieec-1,Sweat gland channel outer
mhbdkpkc-1,Sweat gland channel outer
mhbekghj-1,Sweat gland channel outer
mhbhkffa-1,Sweat gland channel outer
mhcamlfc-1,F2: Universal
mhcbfkep-1,F2: Universal
mhcdhien-1,Mac2
mhclpokb-1,F2: Universal
mhcpobjg-1,F2: Universal
mhdnmilp-1,F2: Universal
mhdphpge-1,F2: Universal
mheacllm-1,Mac2
mhehdhpl-1,F2: Universal
mhekkmbk-1,F2: Universal
mhfegiag-1,Mac2
mhfohdnj-1,F2: Universal
mhgedmnp-1,F2: Universal
mhhfcamm-1,F2: Universal
mhiieldk-1,F2: Universal
mhjcpngb-1,F2: Universal
mhjjgldc-1,F2: Universal
mhjlcdhf-1,F2: Universal
mhjoigko-1,F2: Universal
mhjpjnoo-1,F2: Universal
mhkdfpjh-1,F2: Universal
mhkgjnck-1,F2: Universal
mhklmoia-1,Sweat gland channel outer
mhkodadb-1,Sweat gland channel outer
mhlbigfj-1,F2: Universal
mhldigdi-1,Mac2
mhlefmom-1,Adipocyte
mhlhjnca-1,Sweat gland channel inner
mhmaihgi-1,KC3
mhmkahmm-1,Sweat gland channel inner
mhmkpijd-1,Sweat gland channel inner
mhmlocpj-1,Sweat gland channel outer
mhnonclb-1,Sweat gland channel inner
mhopmmje-1,F2: Universal
mhpboipm-1,Mac2
mhpdemgd-1,F2: Universal
mhpgnoni-1,Sweat gland
miacmnij-1,F5: RAMP1+
miafbhji-1,F5: RAMP1+
miafieak-1,Sweat gland
mialllnd-1,Sweat gland Myoepithelial
miamjpec-1,Mast cell
mibbidmi-1,Sweat gland
mibcbgbg-1,Sweat gland
mibeegab-1,Sweat gland
mibeocmb-1,F2/3: Perivascular
miblebab-1,Mac2
mibpolmp-1,F2: Universal
miccgjgp-1,F5: RAMP1+
micecmhd-1,nmSchwann
micjbkim-1,Sweat gland
mickolff-1,F5: RAMP1+
micndilm-1,Sweat gland
micoloef-1,F5: RAMP1+
midcpppa-1,F2/3: Perivascular
midgkmag-1,Pericyte1
midikkoo-1,Sweat gland
midlhdkh-1,Sweat gland
mieamind-1,VE4_Cap
miebffmc-1,Sweat gland
miecheok-1,Pericyte1
mienkbdo-1,F2: Universal
miennlem-1,F2: Universal
mificgca-1,F2: Universal
mifkakia-1,F2/3: Perivascular
mifkhfhj-1,F2: Universal
mifojbjd-1,VE1_Art
mifpeehp-1,VE1_Art
mifpfboa-1,VE4_Cap
migeionp-1,F3: FRC-like
mighcoif-1,F3: FRC-like
mighnfbn-1,VE3_Ven
miglboba-1,VE4_Cap
mihaembc-1,VE4_Cap
mihblgda-1,cDC
mihhammi-1,Pericyte1
mihlklgg-1,cDC2: MMP12hi
mihnakde-1,F2: Universal
miiafgba-1,F2: Universal
miikfjde-1,Sweat gland channel outer
miilgomb-1,Sweat gland channel outer
mijchcip-1,Sweat gland channel outer
mijdbcgm-1,Sweat gland channel inner
mijfjlhg-1,Sweat gland channel inner
mijfofea-1,Sweat gland channel outer
mijgmdla-1,Sweat gland channel inner
mijgoffa-1,Sweat gland channel outer
mikcjaom-1,F5: RAMP1+
mikdfaob-1,Sweat gland channel outer
mikgbchj-1,F5: RAMP1+
mikkjeje-1,Sweat gland channel inner
mildjkfc-1,Sweat gland channel inner
millfpik-1,Sweat gland channel outer
mimedmoa-1,Sweat gland channel inner
mimhdlfp-1,Sweat gland channel inner
mimknopd-1,Sweat gland channel inner
mimncfkd-1,Sweat gland channel outer
minbgioo-1,Sweat gland channel inner
mindmmfm-1,Sweat gland channel outer
mindopnf-1,Sweat gland channel outer
minedacm-1,F2: Universal
minhcnoj-1,F2: Universal
miodbelo-1,F2: Universal
miodjepn-1,F2: Universal
mipmhcmp-1,F2: Universal
mjaddcaj-1,Sweat gland channel outer
mjaddfgc-1,Sweat gland channel outer
mjaeognj-1,Sweat gland channel outer
mjaifdkc-1,Pericyte1
mjbciloa-1,Pericyte1
mjbebddd-1,F3: FRC-like
mjbialhe-1,F2: Universal
mjbjegoc-1,T
mjbklcfg-1,F2: Universal
mjbllbmk-1,F2: Universal
mjcclopk-1,Mac2
mjchfnhm-1,Mast cell
mjckhcog-1,F2: Universal
mjcmpgdf-1,F2: Universal
mjcoemhb-1,F2: Universal
mjdaflmn-1,F2: Universal
mjddlnle-1,F2: Universal
mjdgihob-1,Sweat gland channel outer
mjdgikno-1,Sweat gland channel outer
mjdhcjpe-1,Sweat gland channel inner
mjdiplcg-1,Sweat gland channel inner
mjeadlpa-1,Sweat gland channel outer
mjedbbcp-1,VE3_Ven
mjenbokl-1,Pericyte1
mjeofkhe-1,Pericyte1
mjfdcehk-1,VE3_Ven
mjfddajh-1,Sweat gland channel inner
mjfdpegm-1,Sweat gland channel outer
mjfgnikn-1,Sweat gland channel outer
mjflccog-1,Pericyte1
mjfnojdp-1,F2: Universal
mjgaekkh-1,F2: Universal
mjgbejkh-1,Pericyte2_VSMC
mjgehaaa-1,VE3_Ven
mjgfjlaa-1,VE3_Ven
mjgjekea-1,F2: Universal
mjhbbooe-1,F2/3: Perivascular
mjhfedkj-1,Sweat gland channel outer
mjhglbpd-1,VE3_Ven
mjhifbbe-1,VE3_Ven
mjhigfln-1,Pericyte1
mjhkfeld-1,Pericyte1
mjhljmbj-1,F2: Universal
mjhnojhh-1,Smooth muscle
mjiagcbj-1,Mac2
mjibiili-1,Mac2
mjiddjdf-1,F2: Universal
mjieilci-1,F2: Universal
mjifemgh-1,F2: Universal
mjihnofm-1,Pericyte1
mjilhfcg-1,Mast cell
mjilidpc-1,Smooth muscle
mjimlnbm-1,Smooth muscle
mjipofch-1,Smooth muscle
mjjajmpa-1,mSchwann
mjjipabm-1,mSchwann
mjjjjicn-1,F5: NGFR+
mjkeehca-1,F2: Universal
mjlakcff-1,F2: Universal
mjlhcibg-1,F2: Universal
mjlhelka-1,F2: Universal
mjllckpf-1,Adipocyte
mjlpfkkk-1,F2: Universal
mjmaieja-1,Adipocyte
mjmeiaji-1,Adipocyte
mjmfekje-1,Adipocyte
mjmgkilj-1,mSchwann
mjmhegif-1,Mac_CX3CR1+
mjmhpclc-1,mSchwann
mjmkapoe-1,nmSchwann
mjmlilbc-1,VE4_Cap
mjnbbhem-1,Pericyte1
mjnbobdo-1,VE4_Cap
mjnlnfae-1,Sweat gland channel inner
mjnmolph-1,F5: RAMP1+
